,START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,HOUR,DAY,MONTH,DAY_NAME,DAY_OF_WEEK,DURATION
1086,2016-12-21 17:59:00,2016-12-21 18:31:00,Business,Islamabad,Unknown Location,7.2,Customer Visit,17,21,12,Wednesday,2,32.0
1087,2016-12-21 19:49:00,2016-12-21 20:35:00,Business,Unknown Location,Rawalpindi,12.0,Meeting,19,21,12,Wednesday,2,46.0
1088,2016-12-21 20:56:00,2016-12-21 23:42:00,Business,Rawalpindi,Unknown Location,103.0,Meeting,20,21,12,Wednesday,2,166.0
1089,2016-12-22 15:40:00,2016-12-22 16:38:00,Business,Unknown Location,Unknown Location,32.3,Meeting,15,22,12,Thursday,3,58.0
1090,2016-12-22 17:04:00,2016-12-22 17:20:00,Business,Unknown Location,Unknown Location,5.3,Customer Visit,17,22,12,Thursday,3,16.0
1091,2016-12-22 17:27:00,2016-12-22 17:53:00,Business,Unknown Location,Unknown Location,11.6,Meeting,17,22,12,Thursday,3,26.0
1092,2016-12-22 17:56:00,2016-12-22 18:29:00,Business,Unknown Location,Unknown Location,23.2,Meeting,17,22,12,Thursday,3,33.0
1093,2016-12-22 18:31:00,2016-12-22 18:37:00,Business,Unknown Location,Unknown Location,3.2,Errand/Supplies,18,22,12,Thursday,3,6.0
1094,2016-12-22 18:38:00,2016-12-22 18:47:00,Business,Unknown Location,Unknown Location,12.3,Temporary Site,18,22,12,Thursday,3,9.0
1095,2016-12-22 19:04:00,2016-12-22 19:50:00,Business,Unknown Location,Lahore,14.0,Meeting,19,22,12,Thursday,3,46.0
1096,2016-12-22 21:41:00,2016-12-22 21:53:00,Business,Lahore,Lahore,2.1,Meal/Entertain,21,22,12,Thursday,3,12.0
1097,2016-12-22 23:27:00,2016-12-22 23:32:00,Business,Lahore,Lahore,2.1,Customer Visit,23,22,12,Thursday,3,5.0
1098,2016-12-23 09:21:00,2016-12-23 09:41:00,Business,Lahore,Lahore,3.0,Meeting,9,23,12,Friday,4,20.0
1099,2016-12-23 11:33:00,2016-12-23 11:58:00,Business,Lahore,Unknown Location,6.2,Meeting,11,23,12,Friday,4,25.0
1100,2016-12-23 14:15:00,2016-12-23 15:25:00,Business,Unknown Location,Unknown Location,9.6,Meeting,14,23,12,Friday,4,70.0
1101,2016-12-23 16:23:00,2016-12-23 16:34:00,Business,Unknown Location,Unknown Location,1.3,Errand/Supplies,16,23,12,Friday,4,11.0
1102,2016-12-23 17:34:00,2016-12-23 18:27:00,Business,Unknown Location,Lahore,7.1,Meal/Entertain,17,23,12,Friday,4,53.0
1103,2016-12-24 07:43:00,2016-12-24 08:04:00,Business,Lahore,Unknown Location,6.3,Meal/Entertain,7,24,12,Saturday,5,21.0
1104,2016-12-24 09:19:00,2016-12-24 09:55:00,Business,Unknown Location,Lahore,10.7,Meal/Entertain,9,24,12,Saturday,5,36.0
1105,2016-12-24 10:34:00,2016-12-24 10:53:00,Business,Lahore,Lahore,5.3,Meal/Entertain,10,24,12,Saturday,5,19.0
1106,2016-12-24 12:51:00,2016-12-24 12:53:00,Business,Lahore,Lahore,1.6,Errand/Supplies,12,24,12,Saturday,5,2.0
1107,2016-12-24 13:08:00,2016-12-24 13:29:00,Business,Lahore,Lahore,3.6,Errand/Supplies,13,24,12,Saturday,5,21.0
1108,2016-12-24 17:12:00,2016-12-24 17:27:00,Business,Lahore,Lahore,1.7,Errand/Supplies,17,24,12,Saturday,5,15.0
1109,2016-12-24 19:12:00,2016-12-24 19:27:00,Business,Lahore,Lahore,2.9,Meal/Entertain,19,24,12,Saturday,5,15.0
1110,2016-12-24 22:04:00,2016-12-24 22:09:00,Business,Lahore,Lahore,0.6,Errand/Supplies,22,24,12,Saturday,5,5.0
1111,2016-12-25 00:10:00,2016-12-25 00:14:00,Business,Lahore,Lahore,0.6,Errand/Supplies,0,25,12,Sunday,6,4.0
1112,2016-12-25 19:15:00,2016-12-25 19:26:00,Business,Lahore,Lahore,2.3,Meal/Entertain,19,25,12,Sunday,6,11.0
1113,2016-12-25 21:58:00,2016-12-25 22:04:00,Business,Lahore,Lahore,2.3,Meal/Entertain,21,25,12,Sunday,6,6.0
1114,2016-12-26 08:30:00,2016-12-26 08:41:00,Business,Lahore,Lahore,3.2,Meal/Entertain,8,26,12,Monday,0,11.0
1115,2016-12-26 09:05:00,2016-12-26 09:19:00,Business,Lahore,Lahore,6.2,Customer Visit,9,26,12,Monday,0,14.0
1116,2016-12-26 10:15:00,2016-12-26 10:36:00,Business,Lahore,Lahore,7.7,Customer Visit,10,26,12,Monday,0,21.0
1117,2016-12-26 11:29:00,2016-12-26 11:42:00,Business,Lahore,Lahore,3.8,Customer Visit,11,26,12,Monday,0,13.0
1118,2016-12-26 13:09:00,2016-12-26 13:43:00,Business,Lahore,Unknown Location,7.9,Meeting,13,26,12,Monday,0,34.0
1119,2016-12-27 07:02:00,2016-12-27 07:14:00,Business,Kar?chi,Kar?chi,4.9,Temporary Site,7,27,12,Tuesday,1,12.0
1120,2016-12-27 08:37:00,2016-12-27 08:59:00,Business,Kar?chi,Kar?chi,5.0,Meal/Entertain,8,27,12,Tuesday,1,22.0
1121,2016-12-27 12:53:00,2016-12-27 12:57:00,Business,Kar?chi,Kar?chi,0.6,Meal/Entertain,12,27,12,Tuesday,1,4.0
1122,2016-12-27 14:49:00,2016-12-27 15:03:00,Business,Kar?chi,Unknown Location,3.1,Customer Visit,14,27,12,Tuesday,1,14.0
1123,2016-12-27 16:34:00,2016-12-27 16:58:00,Business,Unknown Location,Kar?chi,7.9,Meeting,16,27,12,Tuesday,1,24.0
1124,2016-12-27 19:19:00,2016-12-27 19:50:00,Business,Kar?chi,Kar?chi,5.5,Customer Visit,19,27,12,Tuesday,1,31.0
1125,2016-12-28 08:34:00,2016-12-28 09:06:00,Business,Kar?chi,Unknown Location,10.3,Meal/Entertain,8,28,12,Wednesday,2,32.0
1126,2016-12-28 11:42:00,2016-12-28 12:12:00,Business,Unknown Location,Kar?chi,10.4,Errand/Supplies,11,28,12,Wednesday,2,30.0
1127,2016-12-28 13:53:00,2016-12-28 14:01:00,Business,Kar?chi,Kar?chi,2.0,Errand/Supplies,13,28,12,Wednesday,2,8.0
1128,2016-12-28 15:04:00,2016-12-28 15:39:00,Business,Kar?chi,Unknown Location,8.5,Meal/Entertain,15,28,12,Wednesday,2,35.0
1129,2016-12-28 17:02:00,2016-12-28 17:16:00,Business,Unknown Location,Kar?chi,4.4,Errand/Supplies,17,28,12,Wednesday,2,14.0
1130,2016-12-28 18:33:00,2016-12-28 18:56:00,Business,Kar?chi,Kar?chi,3.8,Errand/Supplies,18,28,12,Wednesday,2,23.0
1131,2016-12-28 22:44:00,2016-12-28 23:18:00,Business,Kar?chi,Kar?chi,5.1,Errand/Supplies,22,28,12,Wednesday,2,34.0
1132,2016-12-29 00:49:00,2016-12-29 01:06:00,Business,Kar?chi,Kar?chi,3.8,Errand/Supplies,0,29,12,Thursday,3,17.0
1133,2016-12-29 09:44:00,2016-12-29 10:07:00,Business,Kar?chi,Unknown Location,11.6,Meal/Entertain,9,29,12,Thursday,3,23.0
1134,2016-12-29 11:28:00,2016-12-29 12:00:00,Business,Unknown Location,Kar?chi,11.9,Meal/Entertain,11,29,12,Thursday,3,32.0
1135,2016-12-29 12:25:00,2016-12-29 12:33:00,Business,Kar?chi,Kar?chi,1.4,Errand/Supplies,12,29,12,Thursday,3,8.0
1136,2016-12-29 13:17:00,2016-12-29 13:24:00,Business,Kar?chi,Kar?chi,1.1,Errand/Supplies,13,29,12,Thursday,3,7.0
1137,2016-12-29 13:56:00,2016-12-29 14:11:00,Business,Kar?chi,Kar?chi,4.1,Airport/Travel,13,29,12,Thursday,3,15.0
1138,2016-12-29 14:42:00,2016-12-29 14:58:00,Business,Kar?chi,Kar?chi,6.1,Between Offices,14,29,12,Thursday,3,16.0
1139,2016-12-29 15:05:00,2016-12-29 15:16:00,Business,Kar?chi,Kar?chi,1.3,Errand/Supplies,15,29,12,Thursday,3,11.0
1140,2016-12-29 18:59:00,2016-12-29 19:14:00,Business,Kar?chi,Unknown Location,3.0,Meal/Entertain,18,29,12,Thursday,3,15.0
1141,2016-12-29 19:50:00,2016-12-29 20:10:00,Business,Unknown Location,Kar?chi,4.1,Customer Visit,19,29,12,Thursday,3,20.0
1142,2016-12-29 20:15:00,2016-12-29 20:45:00,Business,Kar?chi,Kar?chi,7.2,Meeting,20,29,12,Thursday,3,30.0
1144,2016-12-29 23:14:00,2016-12-29 23:47:00,Business,Unknown Location,Kar?chi,12.9,Meeting,23,29,12,Thursday,3,33.0
1145,2016-12-30 10:15:00,2016-12-30 10:33:00,Business,Kar?chi,Kar?chi,2.8,Errand/Supplies,10,30,12,Friday,4,18.0
1146,2016-12-30 11:31:00,2016-12-30 11:56:00,Business,Kar?chi,Kar?chi,2.9,Errand/Supplies,11,30,12,Friday,4,25.0
1147,2016-12-30 15:41:00,2016-12-30 16:03:00,Business,Kar?chi,Kar?chi,4.6,Errand/Supplies,15,30,12,Friday,4,22.0
1148,2016-12-30 16:45:00,2016-12-30 17:08:00,Business,Kar?chi,Kar?chi,4.6,Meeting,16,30,12,Friday,4,23.0
1149,2016-12-30 23:06:00,2016-12-30 23:10:00,Business,Kar?chi,Kar?chi,0.8,Customer Visit,23,30,12,Friday,4,4.0
1150,2016-12-31 01:07:00,2016-12-31 01:14:00,Business,Kar?chi,Kar?chi,0.7,Meeting,1,31,12,Saturday,5,7.0
1151,2016-12-31 13:24:00,2016-12-31 13:42:00,Business,Kar?chi,Unknown Location,3.9,Temporary Site,13,31,12,Saturday,5,18.0
1152,2016-12-31 15:03:00,2016-12-31 15:38:00,Business,Unknown Location,Unknown Location,16.2,Meeting,15,31,12,Saturday,5,35.0
1153,2016-12-31 21:32:00,2016-12-31 21:50:00,Business,Katunayake,Gampaha,6.4,Temporary Site,21,31,12,Saturday,5,18.0
1154,2016-12-31 22:08:00,2016-12-31 23:51:00,Business,Gampaha,Ilukwatta,48.2,Temporary Site,22,31,12,Saturday,5,103.0
